,Value,Name
47,"In 2012, the Chancellor of the University of Sydney – on the nomination of the Deans of the Law and Medical Schools – conferred a Doctor of Laws (honoris causa), presided by two Justices of Australia’s highest court—Justices Kirby and Haydon.",Lawrence O. Gostin
47,"In 2021, The Faculty of Public Health (United Kingdom) elected Prof. Gostin as an Honorary Member.",Lawrence O. Gostin
47,Prof.,Lawrence O. Gostin
47,Gostin is an elected lifetime Member of the National Academy of Medicine/National Academy of Sciences.,Lawrence O. Gostin
47,"He has served on the National Academy’s Board on Health Sciences Policy, the Board on Population Health, the Human Subjects Review Board, and the Committee on Science, Technology, and Law.",Lawrence O. Gostin
47,"He currently serves on the National Academies of Sciences Engineering, and Medicine, Board on Global Health.",Lawrence O. Gostin
47,"Gostin chaired the National Academy’s Committee on Global Solutions to Falsified, Substandard, and Counterfeit Medicines.",Lawrence O. Gostin
47,"He has chaired National Academy Committees on national preparedness for mass disasters, health informational privacy, public health genomics, and human subject research on prisoners.",Lawrence O. Gostin
47,Prof. Gostin is also a Member of the Council on Foreign Relations and Fellow of the Hastings Center.,Lawrence O. Gostin
47,"In 2016, President Obama appointed Prof.",Lawrence O. Gostin
47,"Gostin to a six-year term on the President’s National Cancer Advisory Board to advise the nation on cancer prevention, research, and policy.",Lawrence O. Gostin
47,He also serves on the National Institutes of Health Director’s Advisory Committee on the ethics of public/private partnerships to end the opioid crisis.,Lawrence O. Gostin
47,Prof.,Lawrence O. Gostin
47,"Gostin has led major law reform initiatives in the U.S., including drafting the Model Emergency Health Powers Act (MEHPA) to combat bioterrorism (following the post-9/11 anthrax attacks) and the “Turning Point” Model State Public Health Act.",Lawrence O. Gostin
47,"He also spearheaded the World Health Organization and International Development Law Organization’s major report, Advancing the Right to Health: The Vital Role of Law. Prof. Gostin’s proposal for a Framework Convention on Global Health – an international treaty ensuring the right to health – is now part of a global campaign, endorsed by the UN Secretary-General and Director of UNAIDS.",Lawrence O. Gostin
47,"In the United Kingdom, Lawrence Gostin was the Legal Director of the National Association for Mental Health, Director of the National Council of Civil Liberties (the UK equivalent of the ACLU, now called “Liberty”), and a Fellow at Oxford University.",Lawrence O. Gostin
47,"He led Liberty during its 50th anniversary, started by George Orwell and EM Forster.",Lawrence O. Gostin
47,He helped draft the Mental Health Act (England and Wales) and brought landmark cases before the European Court of Human Rights.,Lawrence O. Gostin
47,"Prof. Gostin’s books include: Global Health Security: A Blueprint for the Future (Harvard University Press, 2021); Global Health Law (Harvard University Press, 2014); Public Health Law: Power, Duty, Restraint (University of California Press, 3rd ed., 2016); Public Health Law and Ethics: A Reader (University of California Press, 3rd ed., 2018); Foundations of Global Health Law and Human Rights (Oxford University Press, 2020); Human Rights in Global Health: Rights-Based Governance for a Globalizing World (Oxford University Press, 2018); Law and the Health System (Foundation Press, 2014); Principles of Mental Health Law & Practice (Oxford University Press, 2010).",Lawrence O. Gostin
47,"Gostin’s classic text, Global Health Law (Harvard University Press, 2014) is read throughout the world—translated and published in both simplified and traditional Chinese, in Korean, and in Spanish.",Lawrence O. Gostin
47,"Paul Farmer, Partners in Health, says of his book: Global Health Law is “more than the definitive book on a dynamic field.",Lawrence O. Gostin
47,Gostin harnesses the power of international law and human rights as tools to close unconscionable health inequities — the injustices that burden marginalized populations throughout the world.,Lawrence O. Gostin
47,"Gostin presents a forceful vision, one that deserves a wide embrace.”",Lawrence O. Gostin
47,"In a 2012 systematic empirical analysis of legal scholarship, independent researchers ranked Prof.",Lawrence O. Gostin
47,"Gostin 1st in the nation in productivity among all law professors, and 11th in in impact and influence.",Lawrence O. Gostin
47,"A 2017, 2018, and 2018 systematic empirical analysis all ranked Prof.",Lawrence O. Gostin
47,Gostin 1st in the nation for citations and impact in health law.,Lawrence O. Gostin
47,Honors and Awards The National Academy of Medicine awarded Prof.,Lawrence O. Gostin
47,Gostin the Adam Yarmolinsky Medal for distinguished service to further its mission of science and health.,Lawrence O. Gostin
47,He received the Public Health Law Association’s Distinguished Lifetime Achievement Award “in recognition of a career devoted to using law to improve the public’s health” presented at the CDC.,Lawrence O. Gostin
47,The New York Public Health Law Association conferred the Distinguished Lifetime Achievement Award for extraordinary service to improve the public’s health.,Lawrence O. Gostin
47,"In 2015, the American Public Health Association awarded Prof.",Lawrence O. Gostin
47,Gostin the Lifetime Achievement Award for his career in public health law.,Lawrence O. Gostin
47,"In 2018, Gostin was awarded the Albert Nelson Marquis Lifetime Achievement Award, Who’s Who highest honor.",Lawrence O. Gostin
47,"Internationally, Prof. Gostin received the Key to Tohoko University (Japan) for distinguished service for human rights in mental health.",Lawrence O. Gostin
47,"In the United Kingdom, the National Consumer Council bestowed Prof Gostin with the Rosemary Delbridge Memorial Award for the person “who has most influenced Parliament and government to act for the welfare of society.”",Lawrence O. Gostin
48,"Professor Gottesman served as an adjunct professor at the Law Center from 1978-88, and joined the faculty as a full-time professor in 1989.",Michael H. Gottesman
48,"Specializing in the fields of labor law, constitutional law, and civil rights, Professor Gottesman practiced with the Washington, D.C., firm Bredhoff and Kaiser from 1961-88, and has argued numerous cases in the U.S. Supreme Court.",Michael H. Gottesman
48,"From 1977-81 he served, by appointment of President Carter, on the Judicial Nominating Commission for the District of Columbia, reviewing hundreds of candidates for vacancies on the U.S. Court of Appeals and the U.S. District Court for the District of Columbia.",Michael H. Gottesman
48,"Professor Gottesman is a member of the Board of Trustees of the Lawyers’ Committee for Civil Rights Under Law, a member of the American Academy of Appellate Lawyers, and a member of the Law Committee of the American Association of University Professors.",Michael H. Gottesman
49,"Professor Itai Grinberg’s research interests center on cross-border taxation, taxation and development, and U.S. tax policy.",Itai Grinberg
49,Professor Grinberg joined the faculty from the Office of International Tax Counsel at the Department of the Treasury.,Itai Grinberg
49,"At Treasury, he represented the United States on tax matters in multilateral settings, negotiated tax treaties with foreign sovereigns, had responsibility for a wide-ranging group of cross-border tax regulations, and was involved in international tax legislative developments.",Itai Grinberg
49,"Prior to joining Treasury, he practiced tax law at Skadden, Arps, Slate, Meagher & Flom LLP, where he focused on a wide range of international tax controversy and planning matters.",Itai Grinberg
49,"In 2005, Professor Grinberg served as Counsel to the President’s Advisory Panel on Federal Tax Reform, where he advised a bipartisan presidential commission that made sweeping proposals to restructure the U.S. tax code.  ",Itai Grinberg
49,Professor Grinberg earned his B.A. from Amherst College and his J.D. from Yale Law School.,Itai Grinberg
49,"Prior to law school, he worked as a development consultant in Central America and helped establish a consulting firm focused on creating greater prosperity in developing countries through good business strategy.  ",Itai Grinberg
49,He is a term member of the Council on Foreign Relations.,Itai Grinberg
50,"Eun Hee Han will join the Georgetown Law faculty as an Associate Professor of Law, Legal Practice.",Eun Hee Han
50,Eun Hee has previously taught first-year legal research and writing and directed the upper-level writing program at The George Washington University.,Eun Hee Han
50,She has also taught legal research and writing at Brooklyn Law School and has created programs for international LL.,Eun Hee Han
50,M. students at Fordham University School of Law and Georgetown Law.,Eun Hee Han
50,Eun,Eun Hee Han
50,Hee currently serves as a co-chair of the AALS LWRR Diversity Committee and on the Editorial Board for the Asian Journal of Legal Education.,Eun Hee Han
50,"Her areas of scholarly interest include cross-cultural communication, and the intersection of language, culture, and law.",Eun Hee Han
50,She regularly presents on teaching global J.D. and international LL.,Eun Hee Han
50,M. students.  ,Eun Hee Han
50,"Eun Hee received her J.D. from Georgetown Law, where she was a Law Fellow and an editor on The Georgetown Journal of Gender and the Law.",Eun Hee Han
50,She received her M.P.P. and B.A. from The George Washington University.,Eun Hee Han
50,"Prior to teaching, Eun Hee served as counsel at Certified Financial Planner Board of Standards, Inc. and was an associate at Greenberg Traurig, LLP.",Eun Hee Han
51,Erica J. Hashimoto is a Professor of Law at Georgetown University Law Center where she serves as the Director of the Appellate Litigation Program. ,Erica Hashimoto
51,"She has litigated before the United States Courts of Appeals for the D.C., Eleventh, and Fourth Circuits.  ",Erica Hashimoto
51,"Prior to joining the Georgetown faculty, she was the Allen Post Professor of Law at the University of Georgia.",Erica Hashimoto
51,"While there, she started an appellate litigation clinic that accepted appointments from federal courts of appeals, and she was named a Josiah Meigs Professor, the university’s highest teaching honor.",Erica Hashimoto
51,"Prior to teaching at the University of Georgia, Professor Hashimoto was an assistant federal public defender in Washington, D.C.",Erica Hashimoto
51,She also clerked for the Honorable David S. Tatel of the United States Court of Appeals for the D.C. Circuit and for the Honorable Paul L. Friedman of the United States District Court for the District of Columbia.,Erica Hashimoto
52,"John Hasnas is a professor of law (by courtesy) at Georgetown University Law Center, a professor of business at Georgetown’s McDonough School of Business, and the executive director of the Georgetown Institute for the Study of Markets and Ethics.",John Hasnas
52,"Professor Hasnas has held previous appointments as associate professor of law at George Mason University School of Law, visiting associate professor of law at Duke University School of Law and the Washington College of Law at American University, and Law and Humanities Fellow at Temple University School of Law.",John Hasnas
52,"Professor Hasnas has also been a visiting scholar at the Kennedy Institute of Ethics in Washington, DC and the Social Philosophy and Policy Center in Bowling Green, Ohio.",John Hasnas
52,"He received his B.A. in Philosophy from Lafayette College, his J.D. and Ph.D. in Legal Philosophy from Duke University, and his LL.M. in Legal Education from Temple Law School.",John Hasnas
52,"His scholarship concerns ethics and white collar crime, jurisprudence, and legal history.",John Hasnas
53,"Lisa Heinzerling is the Justice William J. Brennan, Jr., Professor of Law at the Georgetown University Law Center.",Lisa Heinzerling
53,Her primary specialties are environmental and administrative law.,Lisa Heinzerling
53,"She has published several books, including a leading casebook (with Zygmunt Plater and others) on environmental law, a then-novel casebook (with Mark Tushnet) aimed at introducing first-year law students to the regulatory and administrative state, and a hard-hitting critique of the use of cost-benefit analysis in environmental policy (Priceless: On Knowing the Price of Everything and the Value of Nothing, co-authored with Frank Ackerman).",Lisa Heinzerling
53,Peer environmental law professors have four times voted her work among the top ten articles of the year.,Lisa Heinzerling
53,"Professor Heinzerling has received the Georgetown President’s Award for Distinguished Scholar-Teachers, the Frank F. Flegal faculty teaching award at Georgetown Law, and numerous awards related to her scholarship and advocacy in environmental law.",Lisa Heinzerling
53,She is a former public member of the Administrative Conference of the United States and a former chair of the board of the Center for Science in the Public Interest.,Lisa Heinzerling
53,"After finishing law school, where she served as editor-in-chief of the University of Chicago Law Review, Professor Heinzerling clerked for Judge Richard A. Posner of the U.S. Court of Appeals for the Seventh Circuit and Justice William J. Brennan, Jr., of the U.S. Supreme Court.",Lisa Heinzerling
53,"She was one of the inaugural Skadden Fellows, at Business & Professional People for the Public Interest, in Chicago, and for three years practiced environmental law in the Massachusetts Attorney General’s office.",Lisa Heinzerling
53,"In her time at Georgetown, Professor Heinzerling has continued to litigate cases in environmental law.",Lisa Heinzerling
53,"Most prominently, she served as lead author of the winning briefs in Massachusetts v. EPA, in which the Supreme Court held that the Clean Air Act gives EPA the authority to regulate greenhouse gases.",Lisa Heinzerling
53,A survey of over 400 environmental lawyers and law professors ranked this case as the most significant case in all of environmental law.,Lisa Heinzerling
53,"From January 2009 to July 2009, Heinzerling served as Senior Climate Policy Counsel to the Administrator of the Environmental Protection Agency and then, from July 2009 to December 2010, she served as Associate Administrator of EPA’s Office of Policy.  ",Lisa Heinzerling
53,"In 2008, she served as a member of President Obama’s EPA transition team.  ",Lisa Heinzerling
54,"Kristin Henning is the Blume Professor of Law and Director of the  Juvenile Justice Clinic and Initiative at Georgetown Law, where she supervises law students and represents youth accused of delinquency in the D.C. Superior Court.",Kristin Nicole Henning
54,Professor Henning served as the Law School’s Associate Dean for Clinics and Experiential Learning from 2017-2020.,Kristin Nicole Henning
54,Professor Henning first joined the faculty in 1995 as a Stuart-Stiller Fellow in the Criminal and Juvenile Justice Clinics.,Kristin Nicole Henning
54,"After her fellowship, Professor Henning joined the staff of the Public Defender Service for the District of Columbia where she continued to represent clients and helped organize a Juvenile Unit designed to meet the multi-disciplinary needs of children in the juvenile legal system.",Kristin Nicole Henning
54,Professor Henning served as Lead Attorney for the Juvenile Unit from 1998 until she left the Public Defender Service to return to the Law Center in 2001.,Kristin Nicole Henning
54,"Professor Henning writes extensively about race, adolescence, and policing and has a book forthcoming with Penguin Random House in 2021,  THE RAGE OF INNOCENCE: HOW AMERICA CRIMINALIZES BLACK YOUTH .",Kristin Nicole Henning
54,"Her previous work appears in journals and books such as POLICING THE BLACK MAN: ARREST, PROSECUTION AND IMPRISONMENT (2017, edited by Angela J. Davis) and PUNISHMENT IN POPULAR CULTURE (2015, edited by Charles J. Ogletree, Jr. and Austin Sarat).",Kristin Nicole Henning
54,"Race features prominently in her articles such as The Reasonable Black Child: Race, Adolescence and the Fourth Amendment, 67 AM. U. L. REV. 1513 (2018), Race, Paternalism and the Right to Counsel, 54 AMER. CRIM. L. REV. 649 (2017), and Criminalizing Normal Adolescent Behavior in Communities of Color: The Role of Prosecutors in Juvenile Justice Reform, 98 CORNELL L. REV. 383 (2013).",Kristin Nicole Henning
54,"Professor Henning is also an editor and co-author of an anthology RIGHTS, RACE, AND REFORM: FIFTY YEARS OF CHILD ADVOCACY IN THE JUVENILE JUSTICE SYSTEM (2018).",Kristin Nicole Henning
54,Professor Henning has trained state actors across the country on the nature and scope of racial bias and how it operates in the juvenile and criminal legal systems.,Kristin Nicole Henning
54,Her workshops help stakeholders recognize their own biases and develop strategies to counter it and equip defenders to challenge racial injustice in their individual case advocacy and broader systemic reform efforts.,Kristin Nicole Henning
54,"Professor Henning also worked closely with the McArthur Foundation’s Juvenile Indigent Defense Action Network to develop a 41-volume Juvenile Training Immersion Program (JTIP), a national training curriculum for juvenile defenders.",Kristin Nicole Henning
54,"She now co-hosts, with the National Juvenile Defender Center (NJDC), an annual week-long JTIP summer academy fordefenders.",Kristin Nicole Henning
54,"In 2019, she partnered with NJDC to launch  Racial Justice for Youth: A Toolkit forDefenders, and again in 2020 to launch the Ambassadors for Racial Justice  program, a year-long program for defenders committed to challenging racial inequities in the juvenile legal system.",Kristin Nicole Henning
54,Henning serves on the Board of Directors for the Center for Children’s Law and Policy and is the Director of the Mid-Atlantic Juvenile Defender Center.,Kristin Nicole Henning
54,"She has served as an expert consultant on juvenile justice to a number of state and federal agencies, including the USDOJ’s Civil Rights Division, and was the Reporter for the ABA Task Force on Dual Jurisdiction Youth.",Kristin Nicole Henning
54,She is also a lead contributor to the Juvenile Law and Practice chapter of the District of Columbia Bar Practice Manual and has served as an investigator in eight state assessments of the access to counsel and quality of representation for accused youth.,Kristin Nicole Henning
54,"Professor Henning is the recipient of several honors, including the Juvenile Law Center’s Leadership Prize, the Robert E. Shepherd, Jr. Award for Excellence in Juvenile Defense from NJDC, the Shanara Gilbert Award from the American Association of Law Schools for her commitment to justice on behalf of children, selection to the American Law Institute (ALI), and appointment as an Adviser to ALI’s Restatement on Children and the Law project.",Kristin Nicole Henning
54,"Henning received her B.A. from Duke University, a J.D. from Yale Law School, and an LL.",Kristin Nicole Henning
54,M. from Georgetown Law.,Kristin Nicole Henning
55,"Jennifer A. Hillman is currently a professor of practice at the Georgetown Law Center, teaching the lead courses in international business and international trade, while serving as a fellow of Georgetown’s Institute of International Economic Law (IIEL).",Jennifer A. Hillman
55,She recently published Legal Aspects of Brexit:,Jennifer A. Hillman
55,"Implications of the United Kingdom’s Decision to Withdraw from the European Union (IIEL 2017), drawn from a seminar she co-taught in the fall of 2016.",Jennifer A. Hillman
55,"She has also written extensively about international trade law and the WTO, including a 2017 IIEL Policy Brief on the WTO consistency of the Ryan-Brady “A Better Way” tax proposal, co-authoring the leading casebook on trade, International Trade Law, 3rd ed., Wolters Kluwer (2016), papers on recent WTO cases on sanitary and phytosanitary measures (World Trade Review) and “Changing Climate for Carbon Taxes” (GMFUS.org).",Jennifer A. Hillman
55,"Hillman has had a distinguished career in public service, both nationally and internationally.",Jennifer A. Hillman
55,She recently completed her term as one of seven members from around the world serving on the World Trade Organization’s (WTO) Appellate Body.,Jennifer A. Hillman
55,"Prior to that, she served for nine years as a commissioner at the United States International Trade Commission (USITC), rendering decisions in more than six hundred investigations regarding injury to U.S. industries caused by imports that were dumped or subsidized, along with making numerous decisions in cases involving alleged patent or trademark infringement.",Jennifer A. Hillman
55,"Before her appointment to the USITC, Hillman served as general counsel at the Office of the United States Trade Representative (USTR), where she had previously been an ambassador and chief textiles negotiator.",Jennifer A. Hillman
55,She also served as legislative director and counsel to U.S. Senator Terry Sanford of North Carolina.  ,Jennifer A. Hillman
55,"Hillman formerly served as a partner in the law firm of Cassidy Levy Kent, a senior transatlantic fellow for the German Marshall Fund of the United States, as president of the Trade Policy Forum and on the selection panel for the Harry S. Truman Scholarship Foundation.",Jennifer A. Hillman
55,She is a member of the Council on Foreign Relations and serves on the board of visitors at the Sanford School of Public Policy at Duke University.,Jennifer A. Hillman
55,She is a graduate of the Harvard Law School and Duke University.,Jennifer A. Hillman
56,"B.A., William & Mary; Ph.D., University of Connecticut; J.D., University of Texas.",Craig Hoffman
56,"Professor Hoffman is a linguist and a lawyer who has specialized in transactional writing and negotiating during his nine years of practice in Austin, Texas and Washington, D.C. Professor Hoffman is currently the Professor of United States Legal Discourse at Georgetown.  ",Craig Hoffman
56,He is also the Director of the Graduate Writing Program.  ,Craig Hoffman
56,Professor Hoffman focuses on acculturating Georgetown’s foreign LL.,Craig Hoffman
56,M. students into United States Legal Discourse by teaching courses that introduce students to the ways that U.S. lawyers use language to communicate about the law.  ,Craig Hoffman
56,Professor Hoffman teaches classes and consults with law schools around the world on issues of language and the law.  ,Craig Hoffman
56,He also consults with law firms on the interpretation of statutes and contracts.  ,Craig Hoffman
56,"Professor Hoffman has received several fellowships in linguistics, cognitive science, business, and writing.  ",Craig Hoffman
56,"His areas of scholarship include forensic linguistics, statutory and contract interpretation, discourse analysis, and genre analysis.  ",Craig Hoffman
57,Shon Hopwood’s unusual legal journey began prior to him attending law school and included the U.S. Supreme Court granting two petitions for certiorari he prepared. ,Shon Hopwood
57,"Shon’s research and teaching interests include criminal law and procedure, civil rights, and the constitutional rights of prisoners.",Shon Hopwood
57,He received a J.D. as a Gates Public Service Law Scholar from the University of Washington School of Law.,Shon Hopwood
57,He served as a law clerk for Judge Janice Rogers Brown of the U.S. Court of Appeals for the District of Columbia Circuit.  ,Shon Hopwood
57,"And his legal scholarship has been published in the Harvard Civil Rights-Civil Liberties, Fordham, and Washington Law Reviews, as well as the American Criminal Law Review and Georgetown Law Journal’s Annual Review of Criminal Procedure.",Shon Hopwood
58,"David A. Hyman, MD, JD, focuses his research and writing on the regulation and financing of health care.",David Hyman
58,"He teaches or has taught health care regulation, civil procedure, insurance, medical malpractice, law &economics, professional responsibility, and tax policy.",David Hyman
59,"Tiffany Jeffers is an Associate Professor of Law, Legal Practice at Georgetown University Law Center.",Tiffany Jeffers
59,"She was previously on the faculty at Penn State Dickinson Law and taught legal writing, and bar preparation courses focused on contracts, evidence and torts.",Tiffany Jeffers
59,"Tiffany has taught criminal procedure as an adjunct professor at American University, Washington College of Law.",Tiffany Jeffers
59,Her areas of scholarly interests include racial inequities in the criminal justice system with particular focus on Black youth in the juvenile justice system.,Tiffany Jeffers
59,An additional focal point of Tiffany’s scholarship and teaching lies at the intersection of legal education reform and providing equitable access to the legal profession for underrepresented communities.,Tiffany Jeffers
59,"Before transitioning to academia, Tiffany served as an Assistant State’s Attorney in Baltimore County, Maryland.",Tiffany Jeffers
59,She tried misdemeanor and felony cases before the district and circuit courts of Baltimore County.,Tiffany Jeffers
59,"She spent time in the sex offense and child abuse unit, the juvenile division, and the felony trial team.",Tiffany Jeffers
59,"Prior to her work as a prosecutor, Tiffany was a judicial law clerk to the Honorable Zinora Mitchell-Rankin of the Superior Court of the District of Columbia.",Tiffany Jeffers
59,"She earned a B.A. in Political Science from Spelman College and a J.D. from Penn State University, Dickinson Law.",Tiffany Jeffers
60,"Professor Johnson, prior to joining Georgetown University Law Center, was a supervising attorney in the Trial Division at the Public Defender Service for the District of Columbia (PDS), where she worked for eight years.  ",Vida Johnson
60,"At PDS Ms. Johnson was assigned to the most serious cases at the “Felony One” level, and her experience included numerous trials in D.C. Superior Court representing indigent clients facing charges including homicide, sexual assault, and armed offenses.  ",Vida Johnson
60,Ms. Johnson’s responsibilities at PDS also included supervising other trial attorneys and serving as one of the agency’s two representatives to the D.C. Superior Court Sentencing Guidelines Commission.  ,Vida Johnson
60,"In 2009, Ms. Johnson was a Visiting Associate Professor in the Juvenile Justice Clinic at Georgetown University Law Center.  ",Vida Johnson
60,"Before joining PDS, Professor Johnson was an E. Barrett Prettyman fellow at Georgetown University Law Center.  ",Vida Johnson
60,As a fellow she represented indigent adults in the D.C. Superior Court and supervised students in the Criminal Justice Clinic.  ,Vida Johnson
60,"Ms. Johnson earned her law degree from New York University Law School in 2000 and she earned her B.A. in American History from the University of California, Berkeley in 1995.",Vida Johnson
61,"Professor Jordan is best known for establishing the field of economic justice in legal theory, and for her work in financial services and civil rights.",Emma Coleman Jordan
61,"Economic Justice: Race, Gender, Identity and Economics ( 2nd Edition 2011), which is a capstone to a series of articles, chapters, and books she has written on the subject, which include: The Hidden Structures of Inequality: The Federal Reserve and a Cascade of Failures (2017)",Emma Coleman Jordan
61,“Beyond Rational Choice: Alternative Perspectives on Economics (2006);,Emma Coleman Jordan
61,A Woman’s Place is in the Marketplace: Gender and Economics (2006);,Emma Coleman Jordan
61,When Markets Fail: Race and Economics (2006);,Emma Coleman Jordan
61,Cultural Economics: Markets and Culture (2006).,Emma Coleman Jordan
61,"At the Law Center she teaches courses in Federal Regulation of Banking: Modern Financial Institutions and Change;Commercial Law: Payments and Secured Transactions, and Contemporary Issues in Economic Justice.",Emma Coleman Jordan
61,"Before coming to Georgetown, she taught for twelve years at the University of California, Davis.",Emma Coleman Jordan
61,She began her teaching career at Stanford Law School as a teaching fellow.,Emma Coleman Jordan
61,"She has been active in the financial services field, serving as chair of the Financial Institutions Committee of the California State Bar, drafter of the statute to regulate bank check holding practices, and co-counsel in class actions challenging bank stop-payment fee charges.",Emma Coleman Jordan
61,"Her article, “Ending the Floating Check Game” grew out of this involvement.",Emma Coleman Jordan
61,She organized the Financial Institutions and Consumer Financial Services section of the AALS.,Emma Coleman Jordan
61,She is a past-president of both the Association of American Law Schools and the Society of American Law Teachers.,Emma Coleman Jordan
61,She was elected to membership in the American Law Institute in 1984.,Emma Coleman Jordan
61,"Professor Jordan graduated first in her class at Howard University School of Law, serving as editor-in-chief of the Howard Law Journal.",Emma Coleman Jordan
61,She received her B.A. from San Francisco State University.,Emma Coleman Jordan
61,"She was a White House Fellow in 1980-81, serving as special assistant to the Attorney General of the United States.",Emma Coleman Jordan
61,She was counsel to Professor Anita Hill during the Clarence Thomas confirmation hearings.,Emma Coleman Jordan
61,"She is co-editor of Hill and Jordan, Race, Gender and Power in America: The Legacy of the Hill-Thomas Hearings (1995) Professor Jordan’s recent national awards include: the ABA Margaret Brent Award (2015);",Emma Coleman Jordan
61,"The American Lawyer Lifetime Achievement Award (2016) and Clyde Ferguson Award for Outstanding Scholarship, Teaching and Service (2005).",Emma Coleman Jordan
61,"She serves as a frequent keynote lecturer and commentator, including presentations to the Annual Meeting of the Council of Institutional Investors and the New York University School of Law, 2009 Derrick Bell Lecture.",Emma Coleman Jordan
61,"Professor Jordan is a regular commentator on sexual harassment, economic inequality issues and the structure and changes within the financial services industry.",Emma Coleman Jordan
61,"She has made appearances on PBS, News Hour, NPR, Diane Rehm Show, and the Bill Moyer Show and CSPAN.",Emma Coleman Jordan
61,"She also has written for the New York Times, Huffington Post, Washington Post, and the American Banker.",Emma Coleman Jordan
62,"Neal Katyal, the Paul Saunders Professor at Georgetown University and the former Acting Solicitor General of the United States, focuses on Constitutional Law, Criminal Law, and Intellectual Property.",Neal K. Katyal
62,"In December 2017, American Lawyer magazine named him The Litigator of the Year; he was chosen from all the lawyers in the United States.",Neal K. Katyal
62,"At the age of 49, he has also already argued more Supreme Court cases in U.S. history than has any minority attorney, recently breaking the record held by Thurgood Marshall.",Neal K. Katyal
62,"Neal has argued major Supreme Court cases involving a variety of issues, such as his successful defense of the constitutionality of the Voting Rights",Neal K. Katyal
62,"Act of 1965, his victorious defense of former Attorney General John Ashcroft for alleged abuses in the war on terror, his unanimous victory against 8 states who sued the nation’s leading power plants for contributing to global warming, his attack on Donald Trump’s “travel ban,” and a variety of other matters.",Neal K. Katyal
62,"As Acting Solicitor General, Katyal was responsible for representing the federal government of the United States in all appellate matters before the U.S. Supreme Court and the Courts of Appeals throughout the nation.",Neal K. Katyal
62,"Neal has orally argued 39 cases before the Supreme Court of the United States, with 37 of them in the last decade, and more arguments upcoming this Term.",Neal K. Katyal
62,"In the 2016-17 Term alone, Neal argued 7 cases in 6 separate arguments at the Supreme Court, far more than any other advocate in the nation.",Neal K. Katyal
62,"Neal was also the only head of the Solicitor General’s office to argue a case in the U.S. Court of Appeals for the Federal Circuit, on the important question of whether certain aspects of the human genome were patentable.",Neal K. Katyal
62,"Neal’s interest in technology has led him to serve as a Board Partner at Social Capital, a Silicon Valley firm that focuses on technology and philanthropy.",Neal K. Katyal
62,"While teaching at Georgetown, Katyal won Hamdan v. Rumsfeld in the United States Supreme Court, a case that challenged the policy of military trials at Guantanamo Bay Naval Station, Cuba.",Neal K. Katyal
62,"The Supreme Court sided with him by a 5-3 vote, finding that President Bush’s tribunals violated the constitutional separation of powers, domestic military law, and international law.",Neal K. Katyal
62,As former Solicitor General and Duke law professor Walter Dellinger put it “Hamdan is simply the most important decision on presidential power and the rule of law ever.,Neal K. Katyal
62,Ever.”,Neal K. Katyal
62,"An expert in matters of constitutional law, Katyal has embraced his theoretical work as the platform for practical consequences in the federal courts.",Neal K. Katyal
62,Katyal previously served as National Security Adviser in the U.S. Justice Department and was commissioned by President Clinton to write a report on the need for more legal pro bono work.,Neal K. Katyal
62,"He also served as Vice President Al Gore’s co-counsel in the Supreme Court election dispute of 2000, and represented the Deans of most major private law schools in the landmark University of Michigan affirmative-action case Grutter v. Bollinger (2003).",Neal K. Katyal
62,Katyal clerked for Supreme Court Justice Stephen Breyer as well as Judge Guido Calabresi of the U.S. Court of Appeals.,Neal K. Katyal
62,He attended Dartmouth College and Yale Law School.,Neal K. Katyal
62,His Articles have appeared in virtually every major law review and newspaper in America.,Neal K. Katyal
62,"Katyal is the recipient of the very highest award given to a civilian by the U.S. Department of Justice, the Edmund Randolph Award, which the Attorney General presented to him in 2011.",Neal K. Katyal
62,"The Chief Justice of the United States appointed him in 2011 to the Advisory Committee on Federal Appellate Rules, and again in 2014.",Neal K. Katyal
62,"Among other honors, he was named as One of the 40 Most Influential Lawyers of the Last Decade Nationwide by National Law Journal (2010);",Neal K. Katyal
62,Appellate MVP by Law360 numerous times (most recently in 2017); winner of the Financial Times Innovative Lawyer Award for 2017 in two different categories (both private and public law);,Neal K. Katyal
62,One of the 90 Greatest Washington Lawyers Over the Last 30 Years by Legal Times (2008); one of GQ‘s Men of the Year (2017); Lawyer of the Year by Lawyers USA (2006); Runner-Up for Lawyer of the Year by National Law Journal (2006); and one of the top 500 lawyers in the country by LawDragon magazine for each of the last 12 years.  ,Neal K. Katyal
62,He also won the National Law Journal’s pro bono award.,Neal K. Katyal
62,"Katyal has appeared on every major American nightly news program, as well as in other venues, such as the Colbert Report.",Neal K. Katyal
62,"He played himself, arguing a Supreme Court case against the Solicitor General, in an episode of House of Cards on Netflix.   ",Neal K. Katyal
63,Professor Keene was previously a Law School Professor and Director of the Legal Writing Program at the University of Maryland Carey School of Law.,Sherri Lee Keene
63,She also taught at George Washington University Law School as an adjunct legal writing professor and visited at Georgetown University Law Center during the 2017-18 school year.,Sherri Lee Keene
63,"Before she began teaching full-time, Prof.",Sherri Lee Keene
63,Keene litigated as a staff attorney for the Federal Public Defender’s Office for the District of Maryland.,Sherri Lee Keene
63,"At the FPD’s Office, Prof.",Sherri Lee Keene
63,Keene drafted trial motions on complex legal issues and represented clients in appeals before the U.S. Fourth Circuit Court of Appeals.,Sherri Lee Keene
